index,deep_label,deep_pred,deep_score,micro_emotion,micro_score,fusion_result
86,real,fake,0.7947,disgust,0.9689,SPOOF
87,real,fake,0.8905,sadness,0.7979,SPOOF
88,real,fake,0.7367,happiness,0.3927,SPOOF
89,real,fake,0.8233,surprise,0.9826,SPOOF
90,real,fake,0.6772,disgust,0.9477,SPOOF
91,real,fake,0.8649,disgust,0.9731,SPOOF
92,real,fake,0.8903,disgust,0.9724,SPOOF
93,real,fake,0.7109,disgust,0.9948,SPOOF
94,real,fake,0.6226,disgust,0.9849,SPOOF
95,real,fake,0.8805,sadness,0.6758,SPOOF
96,real,fake,0.6775,disgust,0.9601,SPOOF
97,real,fake,0.6537,happiness,0.6118,SPOOF
98,real,fake,0.5844,disgust,0.9818,SPOOF
99,real,fake,0.666,disgust,0.9825,SPOOF
100,real,fake,0.6069,disgust,0.9639,SPOOF
101,fake,fake,0.062,disgust,0.9835,SPOOF
102,fake,fake,0.1344,disgust,0.9437,SPOOF
103,fake,fake,0.0314,disgust,0.8311,SPOOF
104,fake,fake,0.0092,disgust,0.9809,SPOOF
105,fake,fake,0.0365,disgust,0.8375,SPOOF
106,fake,fake,0.1331,disgust,0.8045,SPOOF
107,fake,fake,0.1661,disgust,0.97,SPOOF
108,fake,fake,0.0814,disgust,0.9847,SPOOF
109,fake,fake,0.3999,surprise,0.5852,SPOOF
110,fake,fake,0.0907,disgust,0.9768,SPOOF
111,fake,fake,0.0903,disgust,0.6377,SPOOF
112,fake,fake,0.0602,disgust,0.5657,SPOOF
113,fake,fake,0.0874,disgust,0.8829,SPOOF
114,fake,fake,0.0504,disgust,0.9668,SPOOF
115,fake,fake,0.0457,disgust,0.681,SPOOF
116,fake,fake,0.1337,disgust,0.9516,SPOOF
117,fake,fake,0.0707,disgust,0.9743,SPOOF
118,fake,fake,0.1013,disgust,0.9884,SPOOF
119,fake,fake,0.1611,disgust,0.9619,SPOOF
120,fake,fake,0.0579,disgust,0.9733,SPOOF
121,fake,fake,0.1333,disgust,0.9771,SPOOF
122,fake,fake,0.1104,disgust,0.9695,SPOOF
123,fake,fake,0.048,surprise,0.4251,SPOOF
124,fake,fake,0.2177,disgust,0.9831,SPOOF
125,fake,fake,0.0933,surprise,0.7519,SPOOF
126,fake,fake,0.0538,disgust,0.8772,SPOOF
127,fake,fake,0.0595,disgust,0.4404,SPOOF
128,fake,fake,0.0439,disgust,0.7349,SPOOF
129,fake,fake,0.1023,disgust,0.9687,SPOOF
130,fake,fake,0.0386,disgust,0.6058,SPOOF
131,fake,fake,0.0936,disgust,0.9791,SPOOF
132,fake,fake,0.0485,disgust,0.9649,SPOOF
133,fake,fake,0.0409,disgust,0.986,SPOOF
134,fake,fake,0.0279,disgust,0.9112,SPOOF
135,fake,fake,0.1449,disgust,0.9815,SPOOF
136,fake,fake,0.0237,disgust,0.9461,SPOOF
137,fake,fake,0.2223,disgust,0.9629,SPOOF
138,fake,fake,0.1721,disgust,0.9885,SPOOF
139,fake,fake,0.0661,disgust,0.9848,SPOOF
140,fake,fake,0.16,disgust,0.9949,SPOOF
141,fake,fake,0.0672,disgust,0.8835,SPOOF
142,fake,fake,0.0457,disgust,0.977,SPOOF
143,fake,fake,0.2005,disgust,0.984,SPOOF
144,fake,fake,0.0255,surprise,0.8157,SPOOF
145,fake,fake,0.0696,surprise,0.477,SPOOF
146,fake,fake,0.0085,disgust,0.9052,SPOOF
147,fake,fake,0.0126,disgust,0.919,SPOOF
148,fake,fake,0.0451,disgust,0.9514,SPOOF
149,fake,fake,0.065,disgust,0.9774,SPOOF
150,fake,fake,0.0258,disgust,0.9762,SPOOF
151,fake,fake,0.0182,fear,0.9493,SPOOF
152,fake,fake,0.0245,fear,0.9641,SPOOF
153,fake,fake,0.0157,fear,0.9983,SPOOF
154,fake,fake,0.0525,fear,0.982,SPOOF
155,fake,fake,0.1451,fear,0.9378,SPOOF
156,fake,fake,0.092,fear,0.919,SPOOF
157,fake,fake,0.1364,fear,0.9862,SPOOF
158,fake,fake,0.0742,disgust,0.9012,SPOOF
159,fake,fake,0.0531,fear,0.9194,SPOOF
160,fake,fake,0.0452,fear,0.8033,SPOOF
161,fake,fake,0.032,fear,0.9725,SPOOF
162,fake,fake,0.1856,fear,0.9532,SPOOF
163,fake,fake,0.0807,fear,0.9879,SPOOF
164,fake,fake,0.1183,fear,0.9882,SPOOF
165,fake,fake,0.2462,fear,0.9895,SPOOF
166,fake,fake,0.1099,fear,0.8686,SPOOF
167,fake,fake,0.1278,fear,0.8807,SPOOF
168,fake,fake,0.1602,fear,0.9755,SPOOF
169,fake,fake,0.1592,fear,0.6206,SPOOF
170,fake,fake,0.1408,surprise,0.6456,SPOOF
171,fake,fake,0.1541,fear,0.8002,SPOOF
172,fake,fake,0.0356,fear,0.9811,SPOOF
173,fake,fake,0.0352,fear,0.9841,SPOOF
174,fake,fake,0.0394,fear,0.9987,SPOOF
175,fake,fake,0.0573,disgust,0.6001,SPOOF
176,fake,fake,0.0462,fear,0.5934,SPOOF
177,fake,fake,0.0371,disgust,0.4199,SPOOF
178,fake,fake,0.0424,anger,0.4916,SPOOF
179,fake,fake,0.0715,anger,0.5292,SPOOF
180,fake,fake,0.1292,surprise,0.9858,SPOOF
181,fake,fake,0.2662,disgust,0.267,SPOOF
182,fake,fake,0.3558,sadness,0.7409,SPOOF
183,fake,fake,0.236,sadness,0.7995,SPOOF
184,fake,fake,0.1456,sadness,0.9411,SPOOF
185,fake,fake,0.0151,surprise,0.9623,SPOOF
186,fake,fake,0.1426,sadness,0.549,SPOOF
187,fake,fake,0.1322,sadness,0.9565,SPOOF
188,fake,fake,0.404,sadness,0.9738,SPOOF
189,fake,fake,0.5166,sadness,0.9317,SPOOF
190,fake,fake,0.1718,sadness,0.9565,SPOOF
191,fake,fake,0.2599,sadness,0.9749,SPOOF
192,fake,fake,0.3692,happiness,0.5861,SPOOF
193,fake,fake,0.1408,sadness,0.5145,SPOOF
194,fake,fake,0.1784,sadness,0.9474,SPOOF
195,fake,fake,0.0769,sadness,0.8944,SPOOF
196,fake,fake,0.0411,sadness,0.9637,SPOOF
197,fake,fake,0.1698,sadness,0.9814,SPOOF
198,fake,fake,0.0209,sadness,0.9385,SPOOF
199,fake,fake,0.0325,sadness,0.8594,SPOOF
200,fake,fake,0.0172,disgust,0.8655,SPOOF
