index,deep_label,deep_pred,deep_score,micro_emotion,micro_score,fusion_result
58,real,fake,0.6607,negative,0.4107,SPOOF
59,real,fake,0.8228,negative,0.8687,SPOOF
60,real,fake,0.7588,negative,0.5389,SPOOF
61,real,fake,0.5201,positive,0.4224,SPOOF
62,real,fake,0.8528,negative,0.3959,SPOOF
63,real,fake,0.71,negative,0.5461,SPOOF
64,real,fake,0.9142,negative,0.6643,SPOOF
65,real,fake,0.9121,surprise,0.4434,SPOOF
66,real,fake,0.6703,negative,0.5335,SPOOF
67,real,fake,0.4846,negative,0.5451,SPOOF
68,real,fake,0.5916,positive,0.3905,SPOOF
69,real,fake,0.6294,positive,0.3826,SPOOF
70,real,fake,0.5783,negative,0.3777,SPOOF
71,real,fake,0.697,negative,0.3483,SPOOF
72,real,fake,0.837,positive,0.4116,SPOOF
73,real,fake,0.5985,negative,0.7852,SPOOF
74,real,fake,0.8239,negative,0.7576,SPOOF
75,real,fake,0.8606,negative,0.4311,SPOOF
76,real,fake,0.7728,negative,0.6089,SPOOF
77,real,fake,0.8097,negative,0.5609,SPOOF
78,real,fake,0.9071,negative,0.5661,SPOOF
79,real,fake,0.6495,negative,0.5293,SPOOF
80,real,fake,0.7234,negative,0.6058,SPOOF
81,real,fake,0.8744,negative,0.6648,SPOOF
82,real,fake,0.8616,negative,0.6255,SPOOF
83,real,fake,0.8384,negative,0.6817,SPOOF
84,real,fake,0.912,negative,0.4821,SPOOF
85,real,fake,0.9803,negative,0.7214,SPOOF
86,real,fake,0.9797,negative,0.5892,SPOOF
87,real,fake,0.9985,negative,0.3987,SPOOF
88,real,fake,0.9408,negative,0.5899,SPOOF
89,real,fake,0.9776,negative,0.5911,SPOOF
90,real,fake,0.9376,negative,0.4819,SPOOF
91,real,fake,0.9877,negative,0.6631,SPOOF
92,real,fake,0.9905,negative,0.6056,SPOOF
93,real,fake,0.998,negative,0.605,SPOOF
94,real,fake,0.9794,negative,0.5683,SPOOF
95,real,fake,0.7551,negative,0.7324,SPOOF
96,real,fake,0.9553,negative,0.7877,SPOOF
97,real,fake,0.8859,positive,0.4951,SPOOF
98,real,fake,0.9476,negative,0.6129,SPOOF
99,real,fake,0.9668,negative,0.5413,SPOOF
100,real,fake,0.9681,negative,0.651,SPOOF
101,fake,fake,0.0832,negative,0.6126,SPOOF
102,fake,fake,0.0385,negative,0.6214,SPOOF
103,fake,fake,0.2162,negative,0.5,SPOOF
104,fake,fake,0.0118,negative,0.3975,SPOOF
105,fake,fake,0.0206,negative,0.6882,SPOOF
106,fake,fake,0.6506,negative,0.8533,SPOOF
107,fake,fake,0.7833,negative,0.6971,SPOOF
108,fake,fake,0.2488,negative,0.7883,SPOOF
109,fake,fake,0.6562,negative,0.4989,SPOOF
110,fake,fake,0.3615,negative,0.8016,SPOOF
111,fake,fake,0.4322,negative,0.5019,SPOOF
112,fake,fake,0.744,negative,0.6822,SPOOF
113,fake,fake,0.3597,negative,0.6467,SPOOF
114,fake,fake,0.7979,negative,0.616,SPOOF
115,fake,fake,0.4458,negative,0.4553,SPOOF
116,fake,fake,0.6422,negative,0.8142,SPOOF
117,fake,fake,0.6234,negative,0.5338,SPOOF
118,fake,fake,0.7769,negative,0.4105,SPOOF
119,fake,fake,0.4858,negative,0.7052,SPOOF
120,fake,fake,0.2045,negative,0.7959,SPOOF
121,fake,fake,0.7091,negative,0.6472,SPOOF
122,fake,fake,0.6734,negative,0.5524,SPOOF
123,fake,fake,0.3468,negative,0.5739,SPOOF
124,fake,fake,0.757,negative,0.5618,SPOOF
