index,deep_label,deep_pred,deep_score,micro_emotion,micro_score,fusion_result,micro_score_anger,micro_score_disgust,micro_score_fear,micro_score_happiness,micro_score_sadness,micro_score_surprise
42,real,fake,0.8026,disgust,0.9957,LIVE,0.0004419999895617366,0.9957320094108582,0.0004980000085197389,0.0007600000244565308,0.0009730000165291131,0.0015940000303089619
43,real,fake,0.7308,disgust,0.9875,LIVE,0.0001939999929163605,0.9874640107154846,0.0009289999725297093,0.001411000033840537,0.000813000020571053,0.009188000112771988
44,real,fake,0.7833,disgust,0.9402,LIVE,0.006275000050663948,0.9401580095291138,0.006130999885499477,0.03116000071167946,0.0054339999333024025,0.010843000374734402
45,real,fake,0.8768,disgust,0.9926,LIVE,0.0002899999963119626,0.9926390051841736,0.000805000017862767,0.001247999956831336,0.0007580000092275441,0.004259999841451645
46,real,fake,0.7001,disgust,0.993,LIVE,0.0003279999946244061,0.9930049777030945,0.0003060000017285347,0.00039900001138448715,0.0009730000165291131,0.004989999812096357
47,real,fake,0.7592,disgust,0.9935,LIVE,0.0004130000015720725,0.9935320019721985,0.00039000000106170774,0.00022000000171829015,0.00047599998652003706,0.0049680001102387905
48,real,fake,0.6759,disgust,0.9976,LIVE,0.00022499999613501132,0.997622013092041,0.0001720000000204891,9.100000170292333e-05,0.0002099999983329326,0.0016799999866634607
49,real,fake,0.8761,disgust,0.9941,LIVE,0.000534999999217689,0.9940750002861023,0.00046099998871795833,0.0002589999930933118,0.0005300000193528831,0.004139000084251165
50,real,fake,0.7084,disgust,0.995,LIVE,0.0004729999927803874,0.9950079917907715,0.00039400000241585076,0.00021600000036414713,0.00046400001156143844,0.003444999922066927
51,real,fake,0.6947,disgust,0.9949,LIVE,0.0004949999856762588,0.9948570132255554,0.00021899999410379678,0.0001500000071246177,0.00038499999209307134,0.003894000081345439
52,real,fake,0.8504,disgust,0.9633,LIVE,0.0007719999994151294,0.9632949829101562,0.0010519999777898192,0.0009640000062063336,0.0010819999733939767,0.0328340008854866
53,real,fake,0.7998,disgust,0.9486,LIVE,0.0012839999981224537,0.9486010074615479,0.0015239999629557133,0.0012420000275596976,0.0014130000490695238,0.04593599960207939
54,real,fake,0.7596,disgust,0.9971,LIVE,0.00027799999224953353,0.997061014175415,0.0003209999995306134,0.0005719999899156392,0.00044100001105107367,0.0013259999686852098
55,real,fake,0.8201,happiness,0.9354,LIVE,0.005741999950259924,0.005537000019103289,0.003932000137865543,0.9353610277175903,0.002245000097900629,0.047182999551296234
56,real,fake,0.7849,anger,0.985,LIVE,0.984969973564148,0.00533400010317564,0.00482999999076128,0.0023159999400377274,0.0018339999951422215,0.0007159999804571271
57,real,fake,0.7131,anger,0.9801,LIVE,0.9800909757614136,0.005268999841064215,0.005415999796241522,0.005032000131905079,0.002885000081732869,0.001307999948039651
58,real,fake,0.6582,fear,0.7219,LIVE,0.1177159994840622,0.04871299862861633,0.7219470143318176,0.014778999611735344,0.016502000391483307,0.08034300059080124
59,real,fake,0.7315,happiness,0.6777,LIVE,0.1219559982419014,0.0390859991312027,0.03203099966049194,0.6777080297470093,0.015355000272393227,0.1138639971613884
60,real,fake,0.5631,anger,0.9447,LIVE,0.9446759819984436,0.00991200003772974,0.011060000397264957,0.022637000307440758,0.007141999900341034,0.004575000144541264
61,real,fake,0.8145,fear,0.8716,LIVE,0.015475000254809856,0.0067460001446306705,0.8716470003128052,0.016293000429868698,0.004656000062823296,0.08518300205469131
62,real,fake,0.7451,anger,0.9774,LIVE,0.9773560166358948,0.0013569999719038606,0.005276999901980162,0.011358000338077545,0.0016969999996945262,0.0029559999238699675
63,real,fake,0.7917,anger,0.9867,LIVE,0.986702024936676,0.001303000026382506,0.002993999980390072,0.006010000128298998,0.001294999965466559,0.0016959999920800328
64,real,fake,0.754,anger,0.9778,LIVE,0.9778199791908264,0.0013419999741017818,0.003889000043272972,0.013829999603331089,0.0015320000238716602,0.0015869999770075083
65,real,fake,0.8536,anger,0.8829,LIVE,0.8829230070114136,0.029113000258803368,0.026410000398755074,0.023760000243782997,0.019752999767661095,0.01804099977016449
66,real,fake,0.7057,anger,0.992,LIVE,0.9920259714126587,0.0025450000539422035,0.0010580000234767795,0.0032140000257641077,0.0005559999844990671,0.0006009999779053032
67,real,fake,0.7766,anger,0.979,LIVE,0.9790210127830505,0.002452000044286251,0.008918000385165215,0.004652999807149172,0.0023719999007880688,0.0025839998852461576
68,real,fake,0.7173,anger,0.412,LIVE,0.4119659960269928,0.109094999730587,0.10244899988174438,0.13735300302505493,0.07559800148010254,0.16353900730609894
69,real,fake,0.8373,anger,0.8665,LIVE,0.8664680123329163,0.025875000283122063,0.06502299755811691,0.016558000817894936,0.015745000913739204,0.010331000201404095
70,real,fake,0.7477,anger,0.8913,LIVE,0.8913009762763977,0.004466999787837267,0.01750900037586689,0.027096999809145927,0.007612999994307756,0.052014000713825226
71,real,fake,0.7808,fear,0.53,LIVE,0.26574400067329407,0.06756599992513657,0.5300499796867371,0.013445000164210796,0.016659000888466835,0.10653600096702576
72,real,fake,0.8611,anger,0.8917,LIVE,0.8916940093040466,0.02741199918091297,0.05007399991154671,0.013094999827444553,0.011634999886155128,0.006089999806135893
73,real,fake,0.7231,disgust,0.8116,LIVE,0.05280600115656853,0.8115890026092529,0.014290999621152878,0.055546000599861145,0.03033200092613697,0.035436000674963
74,real,fake,0.8568,anger,0.9924,LIVE,0.992438018321991,0.0012150000547990203,0.0014560000272467732,0.0034020000603049994,0.0007329999934881926,0.000754999986384064
75,real,fake,0.9116,anger,0.8469,LIVE,0.8469420075416565,0.006670000031590462,0.02813900075852871,0.08309199661016464,0.01027899980545044,0.0248780008405447
76,real,fake,0.6954,anger,0.9696,LIVE,0.9696339964866638,0.003317000111564994,0.006384999956935644,0.01308200042694807,0.0028899998869746923,0.004693000111728907
77,real,fake,0.7421,surprise,0.91,LIVE,0.009723000228404999,0.005801999941468239,0.007654000073671341,0.05999999865889549,0.006839999929070473,0.9099810123443604
78,real,fake,0.8206,disgust,0.4705,LIVE,0.27047500014305115,0.4705379903316498,0.011738999746739864,0.034839000552892685,0.020263999700546265,0.19214500486850739
79,real,fake,0.7448,anger,0.9051,LIVE,0.9050830006599426,0.038823001086711884,0.011490999720990658,0.016242999583482742,0.01523599959909916,0.013124000281095505
80,real,fake,0.8192,fear,0.6659,LIVE,0.05484800040721893,0.028667999431490898,0.6659430265426636,0.016714999452233315,0.012028999626636505,0.22179700434207916
81,real,fake,0.8459,anger,0.72,LIVE,0.7200170159339905,0.00595899997279048,0.023256000131368637,0.0854170024394989,0.011571000330150127,0.15377900004386902
82,real,fake,0.8422,surprise,0.9759,LIVE,0.0033629999961704016,0.003622000105679035,0.003951000049710274,0.009727000258862972,0.0034149999264627695,0.9759230017662048
83,real,fake,0.6224,surprise,0.7435,LIVE,0.020333999767899513,0.055587999522686005,0.1545339971780777,0.012102000415325165,0.013894000090658665,0.7435489892959595
84,real,fake,0.8394,surprise,0.972,LIVE,0.0048779998905956745,0.002319999970495701,0.0045900000259280205,0.012614999897778034,0.003594999900087714,0.9720010161399841
85,real,fake,0.8543,surprise,0.9779,LIVE,0.003782999934628606,0.0025130000431090593,0.0030950000509619713,0.009623999707400799,0.0030539999715983868,0.977931022644043
86,real,fake,0.7947,surprise,0.9689,LIVE,0.0011680000461637974,0.013501999899744987,0.003522000042721629,0.008566999807953835,0.00432500010356307,0.9689159989356995
87,real,fake,0.8905,happiness,0.7979,LIVE,0.029253000393509865,0.108194999396801,0.013109000399708748,0.797914981842041,0.011629000306129456,0.039900001138448715
88,real,fake,0.7367,anger,0.3927,LIVE,0.3926819860935211,0.015339000150561333,0.013819999992847443,0.321289986371994,0.022842999547719955,0.2340259999036789
89,real,fake,0.8233,disgust,0.9826,LIVE,0.0005510000046342611,0.98260098695755,0.0022479998879134655,0.0009040000149980187,0.0011020000092685223,0.012594000436365604
90,real,fake,0.6772,surprise,0.9477,LIVE,0.0005810000002384186,0.0036689999978989363,0.0014669999945908785,0.04558999836444855,0.0010300000431016088,0.9476630091667175
91,real,fake,0.8649,surprise,0.9731,LIVE,0.002228999976068735,0.011223999783396721,0.0036150000523775816,0.007129000034183264,0.0027290000580251217,0.9730730056762695
92,real,fake,0.8903,surprise,0.9724,LIVE,0.0021559998858720064,0.01218200009316206,0.003727999981492758,0.006750999949872494,0.002764000091701746,0.9724199771881104
93,real,fake,0.7109,surprise,0.9948,LIVE,0.00035600000410340726,0.001478999969549477,0.0010529999854043126,0.0013150000013411045,0.0009670000290498137,0.9948300123214722
94,real,fake,0.6226,surprise,0.9849,LIVE,0.0016740000573918223,0.003223000094294548,0.0035429999697953463,0.003988000098615885,0.0026360000483691692,0.9849349856376648
95,real,fake,0.8805,happiness,0.6758,LIVE,0.004501999821513891,0.007151999976485968,0.007896999828517437,0.6757739782333374,0.003476999932900071,0.3012000024318695
96,real,fake,0.6775,surprise,0.9601,LIVE,0.003108999924734235,0.004273000173270702,0.005051999818533659,0.023499999195337296,0.003986999858170748,0.9600790143013
97,real,fake,0.6537,anger,0.6118,LIVE,0.6117630004882812,0.11507099866867065,0.02531999908387661,0.1935970038175583,0.03386399894952774,0.020385000854730606
98,real,fake,0.5844,surprise,0.9818,LIVE,0.0002840000088326633,0.0033420000690966845,0.0020540000405162573,0.012032000347971916,0.000446999998530373,0.9818410277366638
99,real,fake,0.666,surprise,0.9825,LIVE,0.0011940000113099813,0.0015089999651536345,0.0087909996509552,0.004350999835878611,0.0016349999932572246,0.9825199842453003
100,real,fake,0.6069,surprise,0.9639,LIVE,0.002503999974578619,0.006155999843031168,0.006297000218182802,0.016543999314308167,0.004575000144541264,0.963923990726471
101,fake,fake,0.062,surprise,0.9835,SPOOF,0.0008360000210814178,0.006794000044465065,0.0014750000555068254,0.005917000118643045,0.0014420000370591879,0.9835370182991028
102,fake,fake,0.1344,surprise,0.9437,SPOOF,0.0060720001347362995,0.0334010012447834,0.004004999995231628,0.0078959995880723,0.004972999915480614,0.9436529874801636
103,fake,fake,0.0314,surprise,0.8311,SPOOF,0.021477000787854195,0.028206000104546547,0.01284400001168251,0.08814200013875961,0.018269000574946404,0.8310620188713074
104,fake,fake,0.0092,surprise,0.9809,SPOOF,0.0019229999743402004,0.0017839999636635184,0.004404000006616116,0.00880299974232912,0.0022330000065267086,0.9808530211448669
105,fake,fake,0.0365,surprise,0.8375,SPOOF,0.00991700030863285,0.027667000889778137,0.03063499927520752,0.017139999195933342,0.07716599851846695,0.83747398853302
106,fake,fake,0.1331,surprise,0.8045,SPOOF,0.007672000210732222,0.12071599811315536,0.005458000116050243,0.04294300079345703,0.01875999942421913,0.8044499754905701
107,fake,fake,0.1661,surprise,0.97,SPOOF,0.00041700000292621553,0.0035860000643879175,0.0013899999903514981,0.023329999297857285,0.0013050000416114926,0.9699730277061462
108,fake,fake,0.0814,surprise,0.9847,SPOOF,0.00013600000238511711,0.0031649998854845762,0.0006099999882280827,0.010778999887406826,0.0005789999850094318,0.9847310185432434
109,fake,fake,0.3999,disgust,0.5852,SPOOF,0.01144300028681755,0.585237979888916,0.016852999106049538,0.16317999362945557,0.018346000462770462,0.20493899285793304
110,fake,fake,0.0907,surprise,0.9768,SPOOF,0.0009089999948628247,0.0036539998836815357,0.00107999995816499,0.015768999233841896,0.0018279999494552612,0.976760983467102
111,fake,fake,0.0903,surprise,0.6377,SPOOF,0.02174600027501583,0.05195099860429764,0.028704000636935234,0.02084200084209442,0.23907800018787384,0.6376789808273315
112,fake,fake,0.0602,surprise,0.5657,SPOOF,0.029201000928878784,0.0690699964761734,0.039441999047994614,0.0283649992197752,0.2681939899921417,0.5657280087471008
113,fake,fake,0.0874,surprise,0.8829,SPOOF,0.00419900007545948,0.007776999846100807,0.007499999832361937,0.0923520028591156,0.005299000069499016,0.882872998714447
114,fake,fake,0.0504,surprise,0.9668,SPOOF,0.002495999913662672,0.003309000050649047,0.0049589998088777065,0.018912000581622124,0.0035310001112520695,0.9667930006980896
115,fake,fake,0.0457,surprise,0.681,SPOOF,0.01865600049495697,0.03591199964284897,0.011281999759376049,0.2162490040063858,0.03694700077176094,0.6809539794921875
116,fake,fake,0.1337,surprise,0.9516,SPOOF,0.0023769999388605356,0.0072200000286102295,0.007029000204056501,0.007048000115901232,0.0247150007635355,0.9516109824180603
117,fake,fake,0.0707,surprise,0.9743,SPOOF,0.002741999924182892,0.0018189999973401427,0.006750999949872494,0.011680999770760536,0.002707999898120761,0.9742990136146545
118,fake,fake,0.1013,surprise,0.9884,SPOOF,0.0005310000269673765,0.004017999861389399,0.0011109999613836408,0.00394799979403615,0.001969000091776252,0.9884240031242371
119,fake,fake,0.1611,surprise,0.9619,SPOOF,0.0035349999088793993,0.004348999820649624,0.01363999955356121,0.012025999836623669,0.004548999946564436,0.961899995803833
120,fake,fake,0.0579,surprise,0.9733,SPOOF,0.00025599999935366213,0.0029539999086409807,0.0012329999590292573,0.02143000066280365,0.0008290000259876251,0.9732969999313354
121,fake,fake,0.1333,surprise,0.9771,SPOOF,0.0011099999537691474,0.0015640000347048044,0.01032199990004301,0.00800000037997961,0.0019000000320374966,0.9771040081977844
122,fake,fake,0.1104,surprise,0.9695,SPOOF,0.0016410000389441848,0.0017689999658614397,0.011056000366806984,0.01348700001835823,0.002566999988630414,0.9694799780845642
123,fake,fake,0.048,disgust,0.4251,SPOOF,0.339368999004364,0.42508700489997864,0.012075000442564487,0.033270999789237976,0.024745000526309013,0.1654530018568039
124,fake,fake,0.2177,surprise,0.9831,SPOOF,0.0010789999505504966,0.0028099999763071537,0.0027729999274015427,0.00790799967944622,0.002380999969318509,0.9830499887466431
125,fake,fake,0.0933,disgust,0.7519,SPOOF,0.009078999981284142,0.7519069910049438,0.007837999612092972,0.03054800070822239,0.010215999558568,0.1904119998216629
126,fake,fake,0.0538,surprise,0.8772,SPOOF,0.010079000145196915,0.008569999597966671,0.011838000267744064,0.08281400054693222,0.009486000053584576,0.8772140145301819
127,fake,fake,0.0595,surprise,0.4404,SPOOF,0.005179999861866236,0.10163599997758865,0.023996999487280846,0.42021700739860535,0.00853899959474802,0.44043099880218506
128,fake,fake,0.0439,surprise,0.7349,SPOOF,0.002807999961078167,0.05828600004315376,0.01587500050663948,0.18313199281692505,0.005022999830543995,0.7348769903182983
129,fake,fake,0.1023,surprise,0.9687,SPOOF,0.0038330000825226307,0.007017000112682581,0.00966500025242567,0.006293000187724829,0.00445199990645051,0.9687399864196777
130,fake,fake,0.0386,surprise,0.6058,SPOOF,0.0035459999926388264,0.35631099343299866,0.0054790000431239605,0.011323000304400921,0.017532000318169594,0.6058099865913391
131,fake,fake,0.0936,surprise,0.9791,SPOOF,0.0012740000383928418,0.004290000069886446,0.0038139999378472567,0.008596000261604786,0.002974000060930848,0.9790530204772949
132,fake,fake,0.0485,surprise,0.9649,SPOOF,0.0005450000171549618,0.004741999786347151,0.0011210000375285745,0.027187999337911606,0.001551999943330884,0.9648529887199402
133,fake,fake,0.0409,surprise,0.986,SPOOF,0.0004710000066552311,0.008182999677956104,0.0014860000228509307,0.0019630000460892916,0.0019209999591112137,0.985975980758667
134,fake,fake,0.0279,surprise,0.9112,SPOOF,0.004472999833524227,0.03201499953866005,0.005067999940365553,0.03014400042593479,0.01709900051355362,0.911201000213623
135,fake,fake,0.1449,surprise,0.9815,SPOOF,0.001303000026382506,0.003346000099554658,0.0030300000216811895,0.008049000054597855,0.0027910000644624233,0.9814800024032593
136,fake,fake,0.0237,surprise,0.9461,SPOOF,0.004947000183165073,0.007385999895632267,0.014045000076293945,0.021383000537753105,0.006186999846249819,0.9460530281066895
137,fake,fake,0.2223,surprise,0.9629,SPOOF,0.0002969999914057553,0.013013999909162521,0.0021589999087154865,0.020705999806523323,0.0008880000095814466,0.9629369974136353
138,fake,fake,0.1721,surprise,0.9885,SPOOF,0.0006060000159777701,0.003438000101596117,0.0010639999527484179,0.004865000024437904,0.001484000007621944,0.9885429739952087
139,fake,fake,0.0661,surprise,0.9848,SPOOF,0.00010399999882793054,0.006378999911248684,0.000881000014487654,0.007397000212222338,0.00038899999344721437,0.9848489761352539
140,fake,fake,0.16,surprise,0.9949,SPOOF,0.000534999999217689,0.0011149999918416142,0.0011350000277161598,0.0014590000500902534,0.0008290000259876251,0.9949280023574829
141,fake,fake,0.0672,surprise,0.8835,SPOOF,0.009591000154614449,0.011783000081777573,0.009116999804973602,0.07684700191020966,0.009132999926805496,0.8835300207138062
142,fake,fake,0.0457,surprise,0.977,SPOOF,0.0018749999580904841,0.001993000041693449,0.005183999892324209,0.011548000387847424,0.0023509999737143517,0.9770489931106567
143,fake,fake,0.2005,surprise,0.984,SPOOF,0.0009330000029876828,0.0036510000936686993,0.0021830000914633274,0.006885000038892031,0.0023739999160170555,0.9839730262756348
144,fake,fake,0.0255,disgust,0.8157,SPOOF,0.0007559999939985573,0.8156530261039734,0.0017229999648407102,0.0021800000686198473,0.00544800003990531,0.17423899471759796
145,fake,fake,0.0696,disgust,0.477,SPOOF,0.009974000044167042,0.4770210087299347,0.014233999885618687,0.0160520002245903,0.014421000145375729,0.4682979881763458
146,fake,fake,0.0085,surprise,0.9052,SPOOF,0.002194999950006604,0.07734700292348862,0.0034119999036192894,0.008111000061035156,0.0037380000576376915,0.9051979780197144
147,fake,fake,0.0126,surprise,0.919,SPOOF,0.004311999771744013,0.018136000260710716,0.00329799996688962,0.05027100071310997,0.0049589998088777065,0.9190250039100647
148,fake,fake,0.0451,surprise,0.9514,SPOOF,0.0003650000144261867,0.0131029998883605,0.0027779999654740095,0.03135500103235245,0.0009929999941959977,0.9514060020446777
149,fake,fake,0.065,surprise,0.9774,SPOOF,0.0013650000328198075,0.00904799997806549,0.002339000115171075,0.007602000143378973,0.0022410000674426556,0.9774050116539001
150,fake,fake,0.0258,surprise,0.9762,SPOOF,0.0027650000993162394,0.0016430000541731715,0.0053460001945495605,0.011291000060737133,0.002768999896943569,0.9761859774589539
151,fake,fake,0.0182,fear,0.9493,SPOOF,0.02692900039255619,0.009975999593734741,0.9492700099945068,0.0023479999508708715,0.0019910000264644623,0.009487000294029713
152,fake,fake,0.0245,fear,0.9641,SPOOF,0.0022140000946819782,0.007139999885112047,0.9640960097312927,0.005896999966353178,0.0015480000292882323,0.01910500042140484
153,fake,fake,0.0157,fear,0.9983,SPOOF,0.0005389999714680016,0.0006929999799467623,0.9983369708061218,0.00011000000085914508,4.5000000682193786e-05,0.00027600000612437725
154,fake,fake,0.0525,fear,0.982,SPOOF,0.0036879999097436666,0.005555000156164169,0.9820219874382019,0.002633000025525689,0.0008820000221021473,0.0052200001664459705
155,fake,fake,0.1451,fear,0.9378,SPOOF,0.019825000315904617,0.034320998936891556,0.9377639889717102,0.0023350000847131014,0.002322999993339181,0.003432000055909157
156,fake,fake,0.092,fear,0.919,SPOOF,0.04665699973702431,0.009459000080823898,0.9189900159835815,0.012655000202357769,0.0030060000717639923,0.009235000237822533
157,fake,fake,0.1364,fear,0.9862,SPOOF,0.0032790000550448895,0.006140999961644411,0.9862480163574219,0.0011109999613836408,0.0006210000137798488,0.0026000000070780516
158,fake,fake,0.0742,surprise,0.9012,SPOOF,0.005140000022947788,0.052705999463796616,0.009576000273227692,0.02055099979043007,0.010874000377953053,0.9011520147323608
159,fake,fake,0.0531,fear,0.9194,SPOOF,0.03504899889230728,0.02539600059390068,0.9193779826164246,0.004736999981105328,0.004770999774336815,0.01066800020635128
160,fake,fake,0.0452,fear,0.8033,SPOOF,0.10885199904441833,0.041540998965501785,0.8032529950141907,0.011172999627888203,0.013364999555051327,0.02181600034236908
161,fake,fake,0.032,fear,0.9725,SPOOF,0.011749999597668648,0.007548999972641468,0.9725189805030823,0.0018070000223815441,0.0016299999551847577,0.0047439998015761375
162,fake,fake,0.1856,fear,0.9532,SPOOF,0.01955600082874298,0.012924999929964542,0.9531750082969666,0.00355600006878376,0.0029909999575465918,0.007796999998390675
163,fake,fake,0.0807,fear,0.9879,SPOOF,0.007002000231295824,0.002615999896079302,0.9879029989242554,0.0006840000278316438,0.0003910000086762011,0.0014039999805390835
164,fake,fake,0.1183,fear,0.9882,SPOOF,0.0014860000228509307,0.0035699999425560236,0.9881579875946045,0.0019920000340789557,0.0004980000085197389,0.004296999890357256
165,fake,fake,0.2462,fear,0.9895,SPOOF,0.0015660000499337912,0.0035800000187009573,0.9895229935646057,0.0015059999423101544,0.00043799998820759356,0.003387999953702092
166,fake,fake,0.1099,fear,0.8686,SPOOF,0.09021800011396408,0.02575800009071827,0.8685759902000427,0.0042130001820623875,0.0052280002273619175,0.006008000113070011
167,fake,fake,0.1278,fear,0.8807,SPOOF,0.032701000571250916,0.014774000272154808,0.8807479739189148,0.009591000154614449,0.006029000040143728,0.05615700036287308
168,fake,fake,0.1602,fear,0.9755,SPOOF,0.0061160000041127205,0.006893999874591827,0.9754570126533508,0.0012870000209659338,0.0011950000189244747,0.009050999768078327
